sourceid,dstid,month,mean_travel_time,standard_deviation_travel_time,geometric_mean_travel_time,geometric_standard_deviation_travel_time
87,25,03,2094.89,907.63,1923.92,1.51
68,64,01,1237.63,826.86,1068.48,1.67
76,105,03,3423.55,1160.24,3241.02,1.39
101,6,02,2169.34,1074.55,1985.75,1.49
78,103,03,652.62,398.93,585.12,1.54
86,45,02,894.03,599.07,764.38,1.73
14,6,02,2241.26,861.16,2114.01,1.39
89,15,02,1594.85,972.42,1406.9,1.6
19,94,02,2180.62,852.61,2044.31,1.42
34,4,02,2634.54,913.18,2480.95,1.42
84,65,02,456.47,478.16,302.69,2.55
83,75,02,72.63,203.28,38.47,2.39
77,106,01,888.44,614.7,766.58,1.67
102,6,01,2292.13,1158.35,2085.05,1.51
82,85,02,2481.51,1217.87,2247.54,1.54
26,4,01,1281.34,848.09,1129.98,1.57
85,55,02,2703.76,1184.11,2510.43,1.45
89,60,02,949.31,688.37,795.4,1.77
87,80,02,1949.63,691.22,1839.25,1.42
86,90,02,1740.82,942.02,1541.52,1.62
83,76,01,1275.83,633.91,1165.02,1.5
88,26,01,593.02,443.85,513.18,1.61
81,96,01,444.48,527.7,330.29,1.98
87,36,01,3622.4,1744.43,3315.9,1.5
81,95,02,1455.05,1065.33,1226.3,1.71
69,27,01,1498.98,660.61,1402.53,1.41
64,77,01,968.52,661.75,798.78,1.85
57,91,03,1410.15,755.41,1259.92,1.6
72,1,03,1877.29,640.81,1779.33,1.38
58,81,03,2096.3,991.22,1921.44,1.49
68,37,01,1150.98,850.1,969.29,1.76
23,11,03,1674.27,654.51,1554.8,1.47
20,41,03,2233.76,958.8,2092.0,1.41
88,25,02,2362.34,1149.85,2127.55,1.58
65,67,01,2819.91,1313.11,2559.62,1.56
86,46,01,749.59,510.02,664.35,1.56
68,73,01,1128.47,751.81,982.68,1.63
66,93,01,1562.24,908.82,1399.92,1.55
82,86,01,434.18,377.83,353.61,1.79
52,11,01,2576.76,1137.86,2388.37,1.45
69,63,01,218.17,335.06,175.76,1.72
55,58,02,3258.12,994.03,3110.13,1.36
56,48,02,1566.31,755.61,1414.62,1.56
81,3,01,2449.06,1153.37,2220.9,1.57
57,38,02,1747.17,890.29,1574.17,1.57
66,57,01,1908.57,1221.16,1628.74,1.74
58,28,02,1682.52,693.95,1576.06,1.41
50,31,01,1136.84,591.23,1018.33,1.64
54,68,02,2065.96,831.09,1919.33,1.46
84,66,01,1372.83,1156.94,1132.66,1.76
67,47,01,1807.75,829.32,1652.98,1.59
20,24,02,903.45,615.05,726.19,2.05
39,84,01,1510.19,973.01,1244.84,1.9
53,4,01,1527.83,670.61,1419.51,1.44
13,40,02,942.43,504.67,838.98,1.62
12,50,02,327.04,363.43,206.89,2.74
14,30,02,3374.53,1182.68,3200.79,1.37
11,16,01,1639.85,821.05,1494.68,1.51
15,20,02,770.0,574.48,660.27,1.68
10,26,01,2250.21,915.26,2098.71,1.44
57,74,02,2142.78,1281.4,1931.25,1.52
56,84,02,1671.67,885.34,1473.24,1.66
46,1,02,1655.14,1025.65,1446.85,1.63
59,54,02,1432.85,448.37,1350.99,1.44
79,60,03,1238.8,841.71,1034.52,1.81
7,100,02,2119.05,1145.38,1900.56,1.56
58,64,02,3085.34,1273.99,2869.03,1.45
60,79,03,1018.72,635.75,890.93,1.64
61,69,03,1313.13,624.63,1189.6,1.55
78,70,03,1261.7,460.34,1196.48,1.37
65,29,03,1009.48,699.27,856.15,1.73
76,90,03,2371.78,1040.14,2179.72,1.56
11,60,02,882.78,690.27,695.41,1.97
64,39,03,1882.19,857.4,1707.17,1.56
77,80,03,171.69,181.0,142.05,1.74
2,106,01,2928.09,1080.51,2764.34,1.39
65,84,02,630.98,555.62,470.02,2.32
68,54,02,2132.65,827.93,1983.6,1.46
63,49,03,366.97,368.9,265.82,2.26
39,106,03,1757.6,957.98,1535.03,1.69
89,102,02,884.26,585.54,757.53,1.7
66,19,03,1980.42,869.02,1849.1,1.42
28,66,03,1379.83,588.35,1280.82,1.46
40,6,03,1582.93,688.52,1472.57,1.44
25,96,03,1822.84,1140.41,1549.41,1.76
29,56,03,1725.84,919.23,1542.99,1.57
27,76,03,999.23,456.46,930.36,1.44
20,16,01,398.88,205.21,337.88,2.09
34,20,01,917.72,481.16,813.11,1.67
33,30,01,591.59,503.06,458.84,1.94
26,86,03,1267.03,802.35,1103.86,1.65
35,10,01,2662.0,1850.1,2169.79,1.97
31,50,01,1302.48,557.63,1212.32,1.45
59,104,03,2094.62,898.98,1951.93,1.43
30,60,01,448.71,431.09,310.21,2.46
99,101,02,874.35,577.12,751.11,1.7
32,40,01,2959.04,1178.82,2761.63,1.44
37,39,03,302.02,282.98,233.96,2.07
61,10,02,2286.48,1192.08,2051.33,1.57
60,20,02,1599.17,842.56,1441.56,1.54
36,49,03,1658.74,840.34,1503.3,1.53
60,12,01,464.89,408.24,374.87,1.84
34,69,03,2355.94,886.9,2211.58,1.42
103,11,01,2775.08,1128.89,2593.43,1.43
100,41,01,1269.45,524.71,1189.38,1.41
101,31,01,2184.16,947.98,2017.36,1.47
32,89,03,3006.33,1333.19,2796.01,1.43
39,19,03,1578.7,789.73,1426.22,1.55
95,82,01,2308.6,1046.94,2112.03,1.51
96,72,01,1118.25,868.03,907.61,1.87
99,42,01,1681.06,860.04,1503.0,1.61
56,92,03,983.3,617.27,858.3,1.65
71,2,03,2173.07,925.7,2011.87,1.46
94,92,01,1954.91,1113.67,1747.85,1.56
57,82,03,1650.07,909.81,1474.46,1.58
15,88,03,632.94,407.94,571.16,1.49
19,48,03,1152.96,674.21,1008.6,1.67
38,29,03,899.07,626.1,758.8,1.73
17,68,03,2668.27,1198.87,2408.35,1.66
58,72,03,2204.54,999.1,1950.22,1.79
31,99,03,2205.89,981.43,2025.89,1.5
24,99,01,1802.28,882.93,1640.43,1.61
29,49,01,1344.48,789.1,1211.67,1.52
26,79,01,1064.9,772.43,901.85,1.71
28,59,01,2108.69,853.08,1977.45,1.41
25,89,01,1898.87,965.0,1684.14,1.64
56,39,02,872.18,689.65,701.23,1.94
53,69,02,601.4,515.57,495.35,1.75
57,29,02,944.96,706.97,788.75,1.78
50,99,02,1368.35,1011.44,1101.47,1.9
93,106,03,960.93,581.85,826.38,1.74
54,59,02,1760.12,1042.67,1552.27,1.68
1,82,02,2434.63,877.99,2272.81,1.46
3,62,02,2602.29,966.21,2447.97,1.41
58,19,02,780.51,490.14,682.27,1.65
5,42,02,1694.36,630.73,1598.55,1.39
25,3,03,2259.39,795.56,2153.39,1.34
2,72,02,2732.87,1317.79,2457.77,1.58
55,49,02,1606.11,791.22,1461.95,1.53
6,32,02,2257.32,1100.82,2088.18,1.44
39,83,02,1086.24,634.25,970.63,1.57
53,3,02,1819.53,808.89,1704.96,1.4
38,93,02,2599.91,821.81,2486.29,1.34
7,22,02,796.24,516.48,665.68,1.88
27,3,01,1631.49,767.11,1509.88,1.44
88,9,03,1196.8,892.94,1005.07,1.72
101,5,03,2339.87,1071.65,2139.68,1.51
66,48,01,1430.6,1015.63,1217.57,1.7
62,88,01,1230.54,730.43,1079.42,1.63
64,68,01,1439.09,872.01,1235.55,1.73
45,2,02,1117.76,660.65,997.15,1.56
65,58,01,1869.62,982.39,1678.75,1.57
29,75,02,1454.88,1076.48,1224.07,1.73
59,90,02,1638.77,720.96,1518.49,1.46
42,5,02,1835.95,936.18,1659.38,1.55
107,48,02,1211.46,790.93,982.25,1.96
65,39,02,854.94,592.98,712.66,1.82
62,69,02,331.19,484.75,190.85,3.01
103,88,02,2275.47,902.98,2129.4,1.42
67,19,02,1281.28,524.85,1201.46,1.42
104,78,02,1309.18,510.66,1229.08,1.43
64,49,02,1610.67,904.47,1429.46,1.63
75,84,01,804.73,763.0,583.67,2.26
28,85,02,1762.0,883.91,1583.16,1.58
106,58,02,2220.56,977.47,2045.35,1.49
66,29,02,1730.25,798.79,1584.04,1.5
99,50,02,1752.71,1251.02,1397.39,1.97
102,98,02,684.87,561.92,451.18,2.86
61,79,02,551.37,494.26,426.24,2.22
56,57,02,1997.72,990.88,1786.31,1.61
57,47,02,634.25,433.26,508.24,2.17
53,87,02,2832.94,1350.48,2554.76,1.57
105,68,02,2512.26,1215.64,2292.52,1.51
60,89,02,1092.68,839.02,880.65,1.9
79,44,01,1902.28,1033.98,1709.4,1.54
95,90,02,553.81,311.45,463.73,2.1
7,8,01,3627.77,1061.93,3490.74,1.31
92,49,01,1414.38,799.77,1255.26,1.6
93,39,01,1872.95,970.99,1705.82,1.51
89,103,01,1883.23,1041.87,1700.13,1.53
94,29,01,1728.43,566.1,1640.78,1.39
27,1,03,1381.02,994.81,1201.57,1.62
63,86,02,463.03,518.18,280.61,2.82
69,26,02,1611.44,831.78,1460.55,1.52
66,56,02,770.3,535.28,617.38,2.05
95,19,01,2059.04,632.93,1944.71,1.47
67,38,01,697.47,349.03,649.52,1.42
68,36,02,1647.55,902.04,1481.61,1.55
1,107,01,2796.15,1133.16,2567.16,1.52
10,17,01,869.7,494.86,776.26,1.59
91,59,01,1523.0,889.37,1398.51,1.46
64,76,02,620.67,390.55,526.22,1.8
77,64,01,708.53,440.21,619.02,1.65
41,89,03,2650.7,1117.19,2457.79,1.47
62,96,02,1212.31,807.91,1044.19,1.69
68,28,01,1226.76,816.49,1060.97,1.68
42,79,03,937.88,678.94,785.88,1.81
96,80,02,1033.98,732.71,871.1,1.75
48,19,03,953.45,540.08,850.72,1.58
65,66,02,1307.25,911.79,1088.83,1.82
47,29,03,628.16,423.24,532.03,1.77
47,94,01,991.67,695.64,830.62,1.79
62,4,01,1531.64,610.3,1435.74,1.41
85,107,01,1350.9,885.96,1167.2,1.67
45,49,03,322.11,307.53,234.15,2.4
48,84,01,1122.4,717.38,961.74,1.74
44,59,03,1216.86,600.25,1141.72,1.38
17,2,03,2374.52,629.39,2297.27,1.29
40,99,03,1742.1,1107.46,1457.69,1.82
9,79,03,1679.44,899.47,1499.67,1.59
7,99,03,2320.34,1027.8,2126.4,1.52
46,39,03,1034.16,605.09,908.64,1.63
30,32,02,2630.35,1050.29,2470.85,1.4
32,12,02,2718.42,1021.23,2549.58,1.43
31,22,02,855.34,572.81,695.28,2.05
35,2,03,1677.25,988.41,1469.26,1.65
106,77,01,1148.22,742.52,995.35,1.69
107,67,01,1365.44,855.12,1221.63,1.54
86,28,01,1601.26,1021.5,1371.58,1.7
85,38,01,1362.58,679.1,1235.25,1.53
82,68,01,996.55,666.05,847.84,1.73
2,26,03,1639.44,863.33,1432.51,1.71
1,36,03,2165.39,704.46,2057.74,1.38
4,26,01,1293.2,631.96,1187.38,1.49
72,77,02,162.82,178.31,132.18,1.77
69,104,02,2105.86,854.86,1968.57,1.42
76,37,02,2338.53,738.7,2218.14,1.4
7,41,01,2664.92,1189.99,2423.44,1.68
84,48,01,788.41,585.64,637.37,1.91
74,57,02,2191.58,864.75,2020.28,1.54
2,91,01,3842.0,1466.77,3578.11,1.46
71,87,02,2423.68,930.6,2279.47,1.4
83,58,01,2031.0,818.52,1895.06,1.44
3,81,01,2510.86,865.6,2391.13,1.35
77,27,02,1497.57,1026.34,1285.67,1.67
3,36,01,2120.06,922.46,1979.86,1.42
80,88,01,507.93,404.13,425.08,1.74
75,47,02,1542.52,891.83,1353.67,1.64
2,46,01,1824.63,975.91,1619.45,1.63
5,61,01,1912.84,767.52,1798.94,1.4
81,78,01,1586.94,800.04,1464.65,1.48
4,9,03,969.2,533.03,866.73,1.58
41,11,03,3068.84,1254.88,2855.09,1.46
9,88,03,1035.0,566.82,926.91,1.56
85,64,02,2658.08,1191.56,2461.13,1.46
87,44,02,1915.78,662.72,1821.52,1.37
83,84,02,942.93,722.09,754.77,1.94
77,72,02,227.67,245.98,160.39,2.25
75,92,02,659.08,526.56,549.77,1.74
90,2,02,2468.35,901.01,2331.72,1.39
84,74,02,2281.47,1315.44,2042.11,1.56
20,23,03,442.35,323.01,334.81,2.34
76,82,02,1417.34,673.6,1258.92,1.7
93,64,03,747.49,554.75,582.52,2.15
82,94,02,2292.23,1219.29,2032.86,1.61
105,1,03,398.2,404.1,324.49,1.74
96,34,03,2078.53,978.26,1901.68,1.51
88,34,02,1090.64,575.76,983.69,1.55
91,84,03,1232.14,809.98,1058.29,1.7
50,20,03,1426.38,727.13,1285.59,1.56
90,94,03,290.05,244.71,226.76,2.1
89,24,02,2039.96,1133.79,1786.09,1.67
68,90,02,1404.38,780.83,1245.79,1.61
69,80,02,538.27,473.77,445.97,1.76
95,44,03,2304.7,819.33,2177.81,1.39
28,48,03,641.15,532.39,494.51,2.1
96,71,02,1189.05,758.49,1023.4,1.69
94,91,02,1155.05,530.82,1059.14,1.52
99,41,02,1079.98,520.01,992.45,1.48
76,81,03,1459.12,825.26,1279.12,1.66
75,91,03,1695.12,898.69,1508.35,1.61
88,24,03,636.63,494.02,539.86,1.67
81,94,03,1674.69,1078.16,1440.97,1.68
49,107,01,1543.79,767.3,1388.59,1.61
85,54,03,822.94,697.43,677.16,1.82
95,81,02,1608.81,1110.87,1350.08,1.79
86,44,03,1519.56,737.6,1400.59,1.46
77,71,03,194.01,275.41,120.03,2.68
82,84,03,1544.58,996.61,1314.96,1.74
39,91,03,2485.71,1104.94,2278.45,1.51
29,38,03,754.31,398.45,690.59,1.47
90,1,03,3102.12,1270.94,2905.37,1.41
84,64,03,1659.48,938.62,1476.41,1.59
78,61,03,2332.7,863.74,2197.32,1.4
87,34,03,3047.28,1052.27,2896.28,1.36
26,68,03,2077.3,1194.69,1804.38,1.7
89,14,03,3211.02,1338.45,2947.11,1.52
6,14,02,2149.38,928.5,1998.64,1.45
4,34,02,2310.48,1018.25,2082.06,1.66
5,24,02,1523.63,647.93,1417.28,1.45
37,2,01,1673.93,706.66,1552.88,1.46
1,64,02,2599.13,997.14,2428.91,1.45
33,11,02,429.37,566.12,147.78,6.25
30,41,02,2598.89,1305.57,2345.54,1.55
25,78,03,2087.9,852.35,1983.16,1.35
96,90,01,847.74,592.43,722.9,1.73
99,60,01,1395.7,993.56,1117.97,1.93
27,58,03,2809.36,1350.28,2591.87,1.46
24,88,03,499.23,360.02,446.15,1.5
22,100,02,1628.97,1107.46,1375.94,1.75
30,15,01,740.99,488.36,648.76,1.62
105,2,02,306.91,312.53,223.5,2.1
93,66,01,2183.3,1168.9,1920.14,1.66
90,96,01,1030.79,709.91,873.32,1.77
91,86,01,1551.42,769.65,1414.9,1.51
92,76,01,843.74,459.73,769.1,1.49
96,36,01,1859.83,1050.87,1655.73,1.58
47,47,03,517.49,569.88,376.65,2.16
44,77,03,1834.61,978.83,1631.53,1.63
92,58,01,2256.08,1198.63,2015.78,1.58
46,57,03,2520.15,1233.2,2267.02,1.58
95,28,01,2109.58,635.73,2011.09,1.39
49,27,03,1175.55,692.01,1027.21,1.68
91,68,01,1622.53,953.94,1421.86,1.64
48,37,03,1363.0,1009.18,1171.83,1.67
93,48,01,2180.43,1241.12,1884.57,1.72
43,87,03,1601.26,643.06,1527.74,1.33
90,78,01,1154.87,773.74,995.19,1.66
28,2,01,1539.38,726.66,1424.45,1.45
106,2,01,2177.95,1086.07,1969.95,1.54
101,22,01,1599.84,911.15,1427.89,1.57
102,12,01,1679.44,1000.31,1451.75,1.69
57,107,02,957.14,694.93,788.71,1.85
85,72,03,1995.76,1403.02,1683.76,1.72
89,32,03,3280.37,1586.84,2987.6,1.51
87,52,03,759.81,397.76,690.63,1.56
83,92,03,469.02,366.26,405.11,1.65
88,42,03,414.65,398.46,340.19,1.71
36,69,01,1894.83,1417.33,1663.68,1.57
86,62,03,728.0,603.37,577.38,1.92
34,89,01,2509.16,956.44,2372.91,1.38
84,82,03,1314.19,811.16,1154.15,1.63
35,79,01,1023.52,761.89,848.75,1.79
69,90,01,2389.89,1607.3,2065.06,1.68
6,31,03,1566.95,888.64,1367.76,1.68
1,81,03,3050.85,1167.29,2845.56,1.46
100,13,02,2683.33,1553.85,2308.87,1.74
3,61,03,2077.66,690.36,1983.51,1.34
5,41,03,3168.19,1031.41,3027.21,1.34
41,100,01,1880.83,897.4,1729.46,1.48
4,104,01,3716.02,1487.69,3488.43,1.4
11,34,01,1526.87,784.43,1383.68,1.53
12,24,01,616.05,483.04,523.46,1.68
61,88,02,287.07,353.51,207.83,2.0
63,68,02,1088.01,689.47,921.15,1.8
67,28,02,2143.32,737.68,2035.73,1.36
60,98,02,2206.79,2166.63,1693.05,1.91
64,58,02,3153.35,1241.6,2945.29,1.44
19,68,01,1652.97,1030.32,1439.89,1.66
17,88,01,1376.83,645.98,1256.29,1.52
65,48,02,609.35,540.92,446.51,2.22
68,18,02,2543.93,1155.89,2325.79,1.51
57,73,03,1871.73,977.02,1687.92,1.55
56,83,03,606.53,543.87,477.67,1.91
12,40,03,779.86,568.09,659.66,1.72
15,10,03,1679.99,889.1,1536.22,1.5
14,20,03,1811.07,525.2,1742.61,1.31
55,93,03,514.47,515.75,370.63,2.17
13,30,03,881.35,505.57,779.83,1.63
6,100,03,2059.56,1113.11,1853.08,1.55
10,60,03,2788.25,1357.95,2553.85,1.49
27,96,01,2231.61,1002.24,2047.96,1.5
99,15,01,1998.98,1125.08,1759.25,1.65
96,45,01,1439.69,951.21,1220.46,1.74
42,6,01,998.11,726.75,849.25,1.68
11,52,01,2916.36,1491.67,2672.96,1.47
11,50,03,507.87,461.66,385.28,2.03
28,86,01,1366.25,782.11,1214.32,1.59
94,65,01,1347.47,628.11,1239.7,1.48
68,72,02,253.45,273.88,185.83,2.1
66,92,02,922.62,476.96,836.81,1.52
10,53,01,2407.83,752.11,2306.02,1.33
81,2,02,1773.79,978.87,1586.4,1.56
5,103,01,3408.96,979.12,3263.28,1.38
14,22,01,2406.51,801.34,2267.49,1.48
69,62,02,267.69,299.14,191.19,2.3
92,85,01,1814.89,894.36,1642.65,1.54
86,104,03,1690.03,855.03,1545.2,1.49
11,43,01,1572.8,860.72,1424.64,1.51
29,76,01,2370.71,1135.68,2143.54,1.55
91,95,01,866.08,738.12,609.49,2.47
100,7,02,2285.94,1182.89,2046.69,1.58
38,58,01,872.36,556.86,755.37,1.71
12,42,01,847.53,579.54,739.04,1.62
39,48,01,940.48,680.91,769.88,1.87
57,84,01,418.66,388.74,303.35,2.41
58,74,01,884.53,370.56,811.71,1.55
35,88,01,386.34,402.33,308.31,1.76
12,33,01,534.32,481.23,329.38,2.87
94,106,02,1616.64,635.13,1510.4,1.47
37,68,01,1129.33,519.47,1032.68,1.52
22,7,02,409.03,357.86,329.51,1.87
29,92,03,1504.97,1033.9,1251.24,1.79
59,91,01,1491.19,578.08,1390.95,1.46
29,107,03,1879.62,1202.56,1584.07,1.79
15,99,01,1839.04,966.67,1651.9,1.58
44,2,03,2021.84,879.5,1881.03,1.43
30,9,01,912.08,542.05,813.55,1.57
19,59,01,1233.48,583.3,1122.46,1.56
95,55,01,2642.57,1173.5,2422.67,1.51
17,79,01,1665.02,801.3,1539.53,1.48
15,12,01,449.63,454.58,350.1,1.84
103,79,02,2211.62,692.67,2120.82,1.32
101,99,02,746.9,481.79,654.48,1.62
44,96,02,2070.81,1152.19,1859.58,1.56
102,89,02,1034.26,622.44,895.32,1.71
49,46,02,1248.74,771.27,1102.94,1.61
107,39,02,1509.87,1016.03,1268.02,1.79
50,100,01,1022.46,819.62,803.93,1.95
46,76,02,972.69,454.87,896.16,1.48
106,49,02,1742.79,876.41,1578.8,1.56
77,91,01,1474.63,798.65,1326.41,1.57
47,66,02,2519.52,1432.84,2252.72,1.56
93,75,01,1637.58,1037.74,1393.15,1.77
79,71,01,329.25,477.79,234.37,2.14
44,4,01,2168.91,676.9,2075.4,1.34
6,102,01,2690.31,1150.63,2485.34,1.48
45,86,02,932.71,636.88,802.29,1.69
87,103,03,270.81,247.33,173.78,3.04
94,45,03,2046.17,1177.77,1831.41,1.55
91,75,03,1539.73,935.71,1348.75,1.64
48,56,02,1694.26,1135.87,1430.55,1.79
92,65,03,1073.07,874.96,783.11,2.27
78,81,01,1505.12,629.53,1408.12,1.42
55,85,02,3223.47,1263.69,3003.68,1.45
56,75,02,869.36,693.73,670.15,2.06
58,55,02,3135.77,1335.61,2916.52,1.44
90,85,03,340.19,308.5,247.7,2.41
92,1,01,2614.8,1221.28,2399.2,1.49
57,65,02,464.37,442.43,291.12,3.22
96,25,03,1530.83,922.52,1329.26,1.68
93,55,03,943.15,641.03,801.62,1.76
29,94,01,2034.36,966.07,1838.38,1.56
29,58,01,1178.39,713.25,1052.87,1.57
26,88,01,484.68,355.39,426.58,1.54
9,12,01,736.3,555.9,611.39,1.77
4,62,01,1749.09,697.64,1640.94,1.41
51,11,02,2065.97,630.3,1974.69,1.35
7,32,01,2264.22,835.86,2145.98,1.37
28,68,01,1214.71,751.57,1046.17,1.71
92,84,02,978.46,818.23,703.57,2.37
91,94,02,1485.74,830.38,1304.29,1.68
6,42,01,1022.08,639.31,895.43,1.63
96,44,02,1809.96,1019.86,1612.55,1.58
94,64,02,2738.46,956.2,2573.24,1.43
2,82,01,1988.95,942.58,1807.03,1.55
99,14,02,1767.53,774.93,1634.09,1.47
3,72,01,2357.63,719.79,2262.94,1.32
99,100,03,403.31,433.32,266.66,2.88
72,49,03,648.08,572.36,547.03,1.71
73,39,03,1322.8,821.22,1149.08,1.66
75,19,03,1716.97,984.35,1533.13,1.56
48,39,01,916.27,658.98,751.49,1.85
55,1,02,2072.6,1038.04,1877.4,1.54
20,14,03,1996.68,844.24,1858.31,1.44
74,29,03,2270.27,803.47,2169.66,1.33
49,29,01,1727.56,806.02,1594.57,1.46
47,49,01,2085.53,866.13,1932.04,1.55
44,79,01,1902.49,1017.88,1711.38,1.54
42,99,01,1619.08,896.58,1459.07,1.58
64,75,03,1024.63,660.12,859.79,1.8
68,35,03,1717.75,927.77,1545.5,1.55
45,69,01,547.14,405.28,445.65,1.9
66,55,03,1321.41,681.79,1203.42,1.51
69,25,03,1618.69,725.03,1497.59,1.47
70,11,01,2481.35,879.52,2352.19,1.37
19,85,02,1611.23,838.16,1458.53,1.54
33,5,02,1346.02,650.75,1216.68,1.56
99,102,01,392.74,410.91,264.93,2.5
96,105,01,2716.69,1560.15,2290.45,1.95
65,65,03,446.12,788.9,219.25,3.1
70,88,02,3161.22,1300.28,2935.9,1.46
62,3,02,2041.36,861.83,1902.57,1.43
47,93,02,2488.66,1132.13,2292.74,1.48
73,58,02,2871.78,1176.43,2669.79,1.45
49,73,02,1327.2,774.41,1181.84,1.59
77,18,02,2005.2,866.71,1853.73,1.47
88,103,02,2336.17,1058.19,2146.86,1.49
76,28,02,2695.93,1445.82,2357.7,1.68
48,83,02,1514.16,1109.13,1246.87,1.83
43,89,01,2173.81,1119.18,1970.68,1.52
75,107,02,840.97,660.27,672.69,1.96
75,38,02,2194.83,1376.21,1911.75,1.63
49,92,01,1308.6,623.53,1194.99,1.52
72,68,02,281.36,280.13,203.97,2.28
57,56,02,1764.7,960.57,1554.81,1.64
55,76,02,828.15,488.7,718.19,1.7
53,96,02,1225.75,870.82,1009.95,1.84
64,2,01,1973.36,1026.5,1776.49,1.55
56,66,02,682.64,654.45,521.01,2.09
58,46,02,2915.98,1137.12,2743.35,1.4
22,32,01,1737.23,868.04,1593.94,1.48
24,12,01,702.63,610.68,564.93,1.85
67,107,01,1101.16,641.47,1002.91,1.48
91,93,03,1498.98,820.85,1359.9,1.51
92,83,03,694.35,514.67,582.3,1.77
28,84,03,1571.24,972.99,1329.78,1.8
99,13,03,2523.24,1297.57,2249.06,1.6
13,7,02,1995.72,858.55,1861.12,1.43
93,73,03,639.29,427.56,541.31,1.76
29,74,03,1777.54,696.03,1673.91,1.39
96,43,03,1891.13,944.75,1707.7,1.59
42,4,03,1484.58,976.04,1297.13,1.62
78,25,03,2194.01,848.27,2074.57,1.37
74,65,03,2692.25,822.7,2527.55,1.49
79,15,03,1434.3,996.22,1230.98,1.68
20,15,02,1191.08,844.54,948.74,2.0
22,50,01,515.11,467.4,415.1,1.79
41,5,03,3780.52,1157.09,3623.07,1.34
29,65,03,1107.85,740.61,920.64,1.84
28,75,03,1343.67,896.14,1154.52,1.69
77,35,03,1091.5,634.97,995.28,1.47
27,85,03,3134.17,1602.17,2796.33,1.6
99,24,01,1930.1,913.68,1739.85,1.61
24,30,01,983.45,708.45,828.02,1.74
72,85,03,1916.42,1128.47,1678.75,1.64
61,87,03,2607.99,936.22,2464.24,1.4
64,57,03,2257.57,1219.62,1986.59,1.66
92,94,01,1855.85,1115.79,1585.77,1.75
62,77,03,447.34,372.91,368.35,1.79
86,106,01,755.2,546.23,637.56,1.76
65,47,03,1433.9,821.68,1257.08,1.66
93,84,01,1674.13,984.73,1432.02,1.75
26,10,01,2480.06,1837.34,2058.83,1.76
66,37,03,1058.41,741.42,911.5,1.69
76,45,03,2622.7,1244.75,2370.82,1.57
68,17,03,2133.67,1079.01,1931.98,1.56
75,55,03,806.91,465.11,721.51,1.57
95,64,01,2517.52,1299.5,2199.83,1.73
104,88,01,2544.21,1064.76,2354.25,1.47
106,68,01,1181.09,870.8,936.1,1.98
107,58,01,1891.53,895.66,1722.06,1.54
19,75,03,1859.99,1029.38,1662.92,1.56
32,5,03,3108.87,1269.23,2886.78,1.46
73,75,03,934.23,615.05,803.95,1.7
96,54,01,1653.47,1054.39,1405.33,1.91
102,30,01,1599.88,1005.64,1332.44,1.84
101,40,01,1567.58,885.88,1387.13,1.62
100,50,01,1410.3,1046.85,1119.14,1.97
89,25,01,1490.63,954.31,1299.6,1.64
45,1,03,1238.0,724.6,1110.61,1.54
82,95,01,1771.9,750.49,1641.22,1.46
87,45,01,2503.65,901.24,2358.3,1.41
84,75,01,769.36,685.1,610.09,1.88
3,25,03,2575.9,903.66,2425.0,1.44
2,35,03,1769.65,811.61,1585.23,1.62
4,15,03,1079.25,567.16,975.93,1.54
49,91,02,2443.6,1167.77,2238.97,1.5
64,1,02,2460.31,1292.53,2186.59,1.61
88,35,01,750.14,809.2,567.29,1.98
1,45,03,1904.74,919.63,1703.74,1.62
29,47,03,550.13,431.91,446.49,1.86
26,77,03,1511.68,932.65,1311.13,1.69
28,57,03,1203.07,742.34,1019.3,1.81
25,87,03,2056.45,891.24,1898.32,1.49
74,107,03,1878.38,751.27,1740.44,1.47
86,55,01,614.18,391.64,535.16,1.64
100,100,02,523.4,827.49,269.59,3.73
85,65,01,1720.21,920.78,1530.26,1.61
15,4,03,872.26,441.66,802.82,1.46
68,105,02,2099.52,914.96,1960.98,1.42
38,38,03,520.75,710.65,232.13,3.6
33,88,03,1569.49,1274.3,1314.65,1.72
68,91,01,1681.1,864.26,1512.19,1.57
39,28,03,1053.16,654.34,906.48,1.71
69,81,01,607.73,568.04,490.73,1.84
37,48,03,1429.59,803.79,1275.23,1.58
83,85,01,1686.86,857.34,1538.35,1.5
36,58,03,3394.54,1356.1,3175.29,1.43
20,42,02,589.51,519.14,424.42,2.35
22,22,02,751.04,1104.29,174.02,6.77
35,68,03,2112.44,922.91,1938.28,1.51
65,74,03,2718.1,1404.33,2452.67,1.54
64,84,03,2006.05,1131.03,1754.12,1.67
69,34,03,1720.77,742.38,1606.52,1.42
12,9,01,578.67,396.73,502.95,1.63
68,44,03,1503.11,856.52,1340.31,1.58
66,64,03,1353.98,741.44,1227.24,1.52
96,17,02,2483.38,938.12,2306.41,1.48
92,57,02,1270.65,915.17,984.68,2.12
93,47,02,2836.49,1252.74,2591.2,1.53
91,67,02,893.66,526.19,800.65,1.55
90,77,02,1711.84,941.75,1530.9,1.57
66,106,03,1305.9,684.26,1172.8,1.58
101,100,01,632.6,522.59,513.47,1.84
49,63,03,364.33,394.5,244.84,2.54
57,83,02,1209.68,809.74,1036.32,1.7
56,93,02,1089.76,655.42,960.74,1.6
46,93,03,543.64,429.47,466.48,1.63
